"_id";cui;label;pmid;title
5b0d6c413e1159359846483e;C0013264;Muscular Dystrophy, Duchenne;21308150;Histone deacetylase inhibitors in the treatment of muscular dystrophies: epigenetic drugs for genetic diseases.
5b0d6c413e1159359846483f;C0013264;Muscular Dystrophy, Duchenne;21340247;Elaboration and reliability of functional evaluation on going up and downstairs scale for Duchenne Muscular Dystrophy.
5b0d6c413e11593598464840;C0013264;Muscular Dystrophy, Duchenne;20058473;Acute pericardial tamponade complicating spinal surgery in a child with Duchenne muscular dystrophy.
5b0d6c413e11593598464841;C0013264;Muscular Dystrophy, Duchenne;16150067;Sleep-related breathing disorder in Duchenne muscular dystrophy: disease spectrum in the paediatric population.
5b0d6c413e11593598464842;C0013264;Muscular Dystrophy, Duchenne;21607286;Rapamycin ameliorates dystrophic phenotype in mdx mouse skeletal muscle.
5b0d6c413e11593598464843;C0013264;Muscular Dystrophy, Duchenne;10455444;Enhanced expression of recombinant dystrophin following intramuscular injection of Epstein-Barr virus (EBV)-based mini-chromosome vectors in mdx mice.
5b0d6c413e11593598464844;C0013264;Muscular Dystrophy, Duchenne;10487902;Quantitative magnetic resonance imaging of the mdx mouse model of Duchenne muscular dystrophy.
5b0d6c413e11593598464845;C0013264;Muscular Dystrophy, Duchenne;12605331;[Treatment of foot deformities in patients with Duchenne muscular dystrophy].
5b0d6c413e11593598464846;C0013264;Muscular Dystrophy, Duchenne;22332132;Unusual respiratory manifestations in two young adults with Duchenne muscular dystrophy.
5b0d6c413e11593598464847;C0013264;Muscular Dystrophy, Duchenne;22344614;Mental retardation in Duchenne muscular dystrophy.
5b0d6c413e11593598464848;C0013264;Muscular Dystrophy, Duchenne;22484281;Implications of water channel proteins in selected neurological disorders: epilepsies, muscular dystrophies, amyotrophic lateral sclerosis, neuromyelitis optica, Parkinson's disease, and spongiform encephalopathies.
5b0d6c413e11593598464849;C0013264;Muscular Dystrophy, Duchenne;22787968;Breathe easy.
5b0d6c413e1159359846484a;C0013264;Muscular Dystrophy, Duchenne;22833857;Assessment of cardiac abnormalities in Duchenne's muscular dystrophy by (99m)Tc-MIBI gated myocardial perfusion imaging.
5b0d6c413e1159359846484b;C0013264;Muscular Dystrophy, Duchenne;10502035;Breached cerebral glia limitans-basal lamina complex in Fukuyama-type congenital muscular dystrophy.
5b0d6c413e1159359846484c;C0013264;Muscular Dystrophy, Duchenne;10502982;[The usefulness of tracheostomy in Duchenne muscular dystrophy ventilated by a chest respirator].
5b0d6c413e1159359846484d;C0013264;Muscular Dystrophy, Duchenne;10502990;[Effective milrinone therapy to a Duchenne muscular dystrophy patient with advanced congestive heart failure].
5b0d6c413e1159359846484e;C0013264;Muscular Dystrophy, Duchenne;10508987;Genetic counseling for childless women at risk for Duchenne muscular dystrophy.
5b0d6c413e1159359846484f;C0013264;Muscular Dystrophy, Duchenne;12613312;Dental characteristics of patients with Duchenne muscular dystrophy.
5b0d6c413e11593598464850;C0013264;Muscular Dystrophy, Duchenne;12820548;[A case of Duchenne muscular dystrophy complicated by thrombotic thrombocytopenic purpura].
5b0d6c413e11593598464851;C0013264;Muscular Dystrophy, Duchenne;12968039;Parental stress in mothers of boys with duchenne muscular dystrophy.
5b0d6c413e11593598464852;C0013264;Muscular Dystrophy, Duchenne;14627325;Myocardial cell damage in Duchenne muscular dystrophy.
5b0d6c413e11593598464853;C0013264;Muscular Dystrophy, Duchenne;23457679;Twenty-four hour noninvasive ventilation in Duchenne muscular dystrophy: a safe alternative to tracheostomy.
5b0d6c413e11593598464854;C0013264;Muscular Dystrophy, Duchenne;23460581;Transforming growth factor type beta 1 increases the expression of angiotensin II receptor type 2 by a SMAD- and p38 MAPK-dependent mechanism in skeletal muscle.
5b0d6c413e11593598464855;C0013264;Muscular Dystrophy, Duchenne;23472962;Dysphagia in Duchenne muscular dystrophy assessed by validated questionnaire.
5b0d6c413e11593598464856;C0013264;Muscular Dystrophy, Duchenne;23510265;Precordial R wave height does not correlate with echocardiographic findings in boys with Duchenne muscular dystrophy.
5b0d6c413e11593598464857;C0013264;Muscular Dystrophy, Duchenne;10514583;Genetic polymorphism in muscle biopsies of Duchenne and Becker muscular dystrophy patients.
5b0d6c413e11593598464858;C0013264;Muscular Dystrophy, Duchenne;10521816;Fetal muscle biopsy as a diagnostic tool in Duchenne muscular dystrophy.
5b0d6c413e11593598464859;C0013264;Muscular Dystrophy, Duchenne;15054717;[Repeated cerebral infarction in a patient with Duchenne's muscular dystrophy].
5b0d6c413e1159359846485a;C0013264;Muscular Dystrophy, Duchenne;15153790;Decreased total nitric oxide production in patients with duchenne muscular dystrophy.
5b0d6c413e1159359846485b;C0013264;Muscular Dystrophy, Duchenne;15557694;[Treatment progress of Duchenne Muscular Dystrophy (DMD)].
5b0d6c413e1159359846485c;C0013264;Muscular Dystrophy, Duchenne;15614068;Should foot surgery be performed for children with Duchenne muscular dystrophy?
5b0d6c413e1159359846485d;C0013264;Muscular Dystrophy, Duchenne;15637982;[Deletions in the dystrophin gene and its phenotype expression].
5b0d6c413e1159359846485e;C0013264;Muscular Dystrophy, Duchenne;23538453;Thoracic cirtometry in children with Duchenne muscular dystrophy--expansion of the method.
5b0d6c413e1159359846485f;C0013264;Muscular Dystrophy, Duchenne;23676236;Ultra-widefield imaging of Duchenne muscular dystrophy-associated proliferative retinal vasculopathy improved with panretinal laser photocoagulation alone.
5b0d6c413e11593598464860;C0013264;Muscular Dystrophy, Duchenne;23752144;Posterior spinal fusion in children with flaccid neuromuscular scoliosis: the role of noninvasive positive pressure ventilatory support.
5b0d6c413e11593598464861;C0013264;Muscular Dystrophy, Duchenne;23884013;Assisted bicycle training delays functional deterioration in boys with Duchenne muscular dystrophy: the randomized controlled trial 'no use is disuse'.
5b0d6c413e11593598464862;C0013264;Muscular Dystrophy, Duchenne;10525423;Decreased myocardial nNOS, increased iNOS and abnormal ECGs in mouse models of Duchenne muscular dystrophy.
5b0d6c413e11593598464863;C0013264;Muscular Dystrophy, Duchenne;10527690;Expression of extracellular matrix ligands and receptors in the muscular tissue and draining lymph nodes of mdx dystrophic mice.
5b0d6c413e1159359846489e;C0013264;Muscular Dystrophy, Duchenne;18974549;Duchenne muscular dystrophy.
5b0d6c413e11593598464864;C0013264;Muscular Dystrophy, Duchenne;15646823;Altered long chain fatty acids composition in Duchenne muscular dystrophy erythrocytes.
5b0d6c413e11593598464865;C0013264;Muscular Dystrophy, Duchenne;15793655;Echocardiographic and electrocardiographic findings of cardiomyopathy in Duchenne and Becker-Kiener muscular dystrophies.
5b0d6c413e11593598464866;C0013264;Muscular Dystrophy, Duchenne;15799132;Adult life with Duchenne muscular dystrophy: observations among an emerging and unforeseen patient population.
5b0d6c413e11593598464867;C0013264;Muscular Dystrophy, Duchenne;15926341;[Human myoblast culture as muscle stem cells in medical and biological studies].
5b0d6c413e11593598464868;C0013264;Muscular Dystrophy, Duchenne;15990951;Steroid therapy and cardiac function in Duchenne muscular dystrophy.
5b0d6c413e11593598464869;C0013264;Muscular Dystrophy, Duchenne;16989735;Increase in decorin and biglycan in Duchenne Muscular Dystrophy: role of fibroblasts as cell source of these proteoglycans in the disease.
5b0d6c413e1159359846486a;C0013264;Muscular Dystrophy, Duchenne;23929863;Gene regulation networks in early phase of Duchenne muscular dystrophy.
5b0d6c413e1159359846486b;C0013264;Muscular Dystrophy, Duchenne;24577373;Implantation of the HeartMate II and HeartWare left ventricular assist devices in patients with duchenne muscular dystrophy: lessons learned from the first applications.
5b0d6c413e1159359846486c;C0013264;Muscular Dystrophy, Duchenne;25751470;A comparative study of mPCR, MLPA, and muscle biopsy results in a cohort of children with Duchenne muscular dystrophy: a first study.
5b0d6c413e1159359846486d;C0013264;Muscular Dystrophy, Duchenne;10529540;Clinical characteristics of aged Becker muscular dystrophy patients with onset after 30 years.
5b0d6c413e1159359846486e;C0013264;Muscular Dystrophy, Duchenne;10533061;Point mutations in the dystrophin gene: evidence for frequent use of cryptic splice sites as a result of splicing defects.
5b0d6c413e1159359846486f;C0013264;Muscular Dystrophy, Duchenne;10539906;Muscular dystrophy: identification and use of genes for diagnostics and therapeutics.
5b0d6c413e11593598464870;C0013264;Muscular Dystrophy, Duchenne;17006747;Cardiopulmonary support in duchenne muscular dystrophy.
5b0d6c413e11593598464871;C0013264;Muscular Dystrophy, Duchenne;17028400;[Carrier detection in Duchenne/Becker muscular dystrophy in the families in which the DNA of the affected person is not available].
5b0d6c413e11593598464872;C0013264;Muscular Dystrophy, Duchenne;17045498;Feeding problems and weight gain in Duchenne muscular dystrophy.
5b0d6c413e11593598464873;C0013264;Muscular Dystrophy, Duchenne;17066863;[Anesthesia with sevoflurane for tonsillectomy in a boy with Duchenne muscular dystrophy].
5b0d6c413e11593598464874;C0013264;Muscular Dystrophy, Duchenne;25809912;"Transforming growth factor type-β inhibits Mas receptor expression in fibroblasts but not in myoblasts or differentiated myotubes; Relevance to fibrosis associated to muscular dystrophies."
5b0d6c413e11593598464875;C0013264;Muscular Dystrophy, Duchenne;25917374;Xp21 deletion in female patients with intellectual disability: Two new cases and a review of the literature.
5b0d6c413e11593598464876;C0013264;Muscular Dystrophy, Duchenne;10545507;Different Dystrophin-like Complexes Are Expressed in Neurons and Glia
5b0d6c413e11593598464877;C0013264;Muscular Dystrophy, Duchenne;10546397;[Surgical treatment of scoliosis due to Duchenne muscular dystrophy].
5b0d6c413e11593598464878;C0013264;Muscular Dystrophy, Duchenne;17111551;UK physicians' attitudes and practices in long-term non-invasive ventilation of Duchenne Muscular Dystrophy.
5b0d6c413e11593598464879;C0013264;Muscular Dystrophy, Duchenne;17160311;[Validation of the EK functional motor scale in the Portuguese language].
5b0d6c413e1159359846487a;C0013264;Muscular Dystrophy, Duchenne;26255617;Reading impairment in Duchenne muscular dystrophy: A pilot study to investigate similarities and differences with developmental dyslexia.
5b0d6c413e1159359846487b;C0013264;Muscular Dystrophy, Duchenne;24831396;Effects of yoga breathing exercises on pulmonary function in patients with Duchenne muscular dystrophy: an exploratory analysis.
5b0d6c413e1159359846487c;C0013264;Muscular Dystrophy, Duchenne;24838810;Postural alignment in children with Duchenne muscular dystrophy and\nits relationship with balance
5b0d6c413e1159359846487d;C0013264;Muscular Dystrophy, Duchenne;24858336;Fecal Transplant for Treatment of Toxic Megacolon Associated With Clostridium Difficile Colitis in a Patient With Duchenne Muscular Dystrophy.
5b0d6c413e1159359846487e;C0013264;Muscular Dystrophy, Duchenne;24992353;Early pelvic fixation failure in neuromuscular scoliosis.
5b0d6c413e1159359846487f;C0013264;Muscular Dystrophy, Duchenne;10570192;A second promoter provides an alternative target for therapeutic up-regulation of utrophin in Duchenne muscular dystrophy.
5b0d6c413e11593598464880;C0013264;Muscular Dystrophy, Duchenne;10574566;Centrally nucleated fibers (CNFs) compensate the fragility of myofibers in mdx mouse.
5b0d6c413e11593598464881;C0013264;Muscular Dystrophy, Duchenne;10575357;GSH system in relation to redox state in dystrophic skin fibroblasts.
5b0d6c413e11593598464882;C0013264;Muscular Dystrophy, Duchenne;10581006;Defective growth in vitro of Duchenne Muscular Dystrophy myoblasts: the molecular and biochemical basis.
5b0d6c413e11593598464883;C0013264;Muscular Dystrophy, Duchenne;17362794;Correlations of Egen Klassifikation and Barthel Index scores with pulmonary function parameters in Duchenne muscular dystrophy.
5b0d6c413e11593598464884;C0013264;Muscular Dystrophy, Duchenne;17388226;Duchenne muscular dystrophy--a dental healthcare program.
5b0d6c413e11593598464885;C0013264;Muscular Dystrophy, Duchenne;17523119;[Contiguous gene deletion syndrome in Xp21: the association between glycerol kinase deficiency, congenital suprarenal hypoplasia and Duchenne's muscular dystrophy].
5b0d6c413e11593598464886;C0013264;Muscular Dystrophy, Duchenne;17642047;[Evaluation of the quality of life of children with Duchenne's progressive muscular dystrophy].
5b0d6c413e11593598464887;C0013264;Muscular Dystrophy, Duchenne;17873636;Family function in families of children with Duchenne muscular dystrophy.
5b0d6c413e11593598464888;C0013264;Muscular Dystrophy, Duchenne;25003277;Longitudinal assessment of grip strength using bulb dynamometer in\nDuchenne Muscular Dystrophy
5b0d6c413e11593598464889;C0013264;Muscular Dystrophy, Duchenne;25174180;[Caring for disabled teenagers in intensive care, a specific form of care].
5b0d6c413e1159359846488a;C0013264;Muscular Dystrophy, Duchenne;25189677;Be careful about abdominal discomfort in adult patients with muscular dystrophy.
5b0d6c413e1159359846488b;C0013264;Muscular Dystrophy, Duchenne;25590443;Relationship between the climbing up and climbing down stairs domain\nscores on the FES-DMD, the score on the Vignos Scale, age and timed performance offunctional activities in boys with Duchenne muscular dystrophy
5b0d6c413e1159359846488c;C0013264;Muscular Dystrophy, Duchenne;10589852;Respiratory muscle training in neuromuscular disease: long-term effects on strength and load perception.
5b0d6c413e1159359846488d;C0013264;Muscular Dystrophy, Duchenne;10585344;RNA expression of cardiac troponin T isoforms in diseased human skeletal muscle.
5b0d6c413e1159359846488e;C0013264;Muscular Dystrophy, Duchenne;10541573;Analysis of five Duchenne muscular dystrophy exons and gender determination using conventional duplex polymerase chain reaction on single cells.
5b0d6c413e1159359846488f;C0013264;Muscular Dystrophy, Duchenne;18098096;[Muscular magnetic resonance imaging for evaluation of myopathies in children].
5b0d6c413e11593598464890;C0013264;Muscular Dystrophy, Duchenne;10598666;Duchenne muscular dystrophy and concomitant metastatic alveolar rhabdomyosarcoma.
5b0d6c413e11593598464891;C0013264;Muscular Dystrophy, Duchenne;10641693;Bone mineral density and fractures in boys with Duchenne muscular dystrophy.
5b0d6c413e11593598464892;C0013264;Muscular Dystrophy, Duchenne;10679961;Plasma membrane cytoskeleton of muscle: a fine structural analysis.
5b0d6c413e11593598464893;C0013264;Muscular Dystrophy, Duchenne;10600405;Nitric oxide and l-arginine cause an accumulation of utrophin at the sarcolemma: a possible compensation for dystrophin loss in Duchenne muscular dystrophy.
5b0d6c413e11593598464894;C0013264;Muscular Dystrophy, Duchenne;10627942;Carrier testing of children for two X-linked diseases: a retrospective evaluation of experience and satisfaction of subjects and their mothers.
5b0d6c413e11593598464895;C0013264;Muscular Dystrophy, Duchenne;10632567;Oxidative stress and calcium homeostasis in dystrophic skin fibroblasts.
5b0d6c413e11593598464896;C0013264;Muscular Dystrophy, Duchenne;18650207;Psychosocial adjustment in males with Duchenne muscular dystrophy: psychometric properties and clinical utility of a parent-report questionnaire.
5b0d6c413e11593598464897;C0013264;Muscular Dystrophy, Duchenne;18792556;Use of remifentanil and propofol without muscle relaxant combined with intrathecal morphine in children with Duchenne's muscular dystrophy undergoing spinal surgery.
5b0d6c413e11593598464898;C0013264;Muscular Dystrophy, Duchenne;10771899;Molecular diagnosis of neurological disorders in India.
5b0d6c413e11593598464899;C0013264;Muscular Dystrophy, Duchenne;10820878;[Scoliosis and hip flexion contracture in Duchenne muscular dystrophy].
5b0d6c413e1159359846489a;C0013264;Muscular Dystrophy, Duchenne;10634922;Is glutamine a 'conditionally essential' amino acid in Duchenne muscular dystrophy?
5b0d6c413e1159359846489b;C0013264;Muscular Dystrophy, Duchenne;10655759;[Abnormal respiratory regulation in myotonic dystrophy].
5b0d6c413e1159359846489c;C0013264;Muscular Dystrophy, Duchenne;18837192;Electromyographic pattern in Duchenne and Becker muscular dystrophy. Part I: Electromyographic pattern in subsequent stages of muscle lesion in Duchenne muscular dystrophy.
5b0d6c413e1159359846489d;C0013264;Muscular Dystrophy, Duchenne;18837193;Electromyographic pattern in Duchenne and Becker muscular dystrophy. Part II. Electromyographic pattern in Becker muscular dystrophy in comparison with Duchenne muscular dystrophy.
5b0d6c413e1159359846489f;C0013264;Muscular Dystrophy, Duchenne;18974550;Duchenne and Becker muscular dystrophies: an Indian update on genetics and rehabilitation.
5b0d6c413e115935984648a0;C0013264;Muscular Dystrophy, Duchenne;18974551;Exon skipping and Duchenne muscular dystrophy: hope, hype and how feasible?
5b0d6c413e115935984648a1;C0013264;Muscular Dystrophy, Duchenne;10994887;Preserving function in Duchenne dystrophy with long-term pulse prednisone therapy.
5b0d6c413e115935984648a2;C0013264;Muscular Dystrophy, Duchenne;11033887;[Gene therapy of monogenic hereditary diseases. Duchenne myodystrophy].
5b0d6c413e115935984648a3;C0013264;Muscular Dystrophy, Duchenne;10658417;[Epidural anesthesia and general anesthesia using the cuffed oropharyngeal airway for an obese patient with Duchenne's muscular dystrophy].
5b0d6c413e115935984648a4;C0013264;Muscular Dystrophy, Duchenne;10689931;[Effect of prednisolone on apoptosis and cellular infiltration in mdx mouse muscle].
5b0d6c413e115935984648a5;C0013264;Muscular Dystrophy, Duchenne;10711992;Early observations on muscular dystrophy: Gowers' textbook revisited.
5b0d6c413e115935984648a6;C0013264;Muscular Dystrophy, Duchenne;12194388;Progress toward gene therapy of Duchenne muscular dystrophy.
5b0d6c413e115935984648a7;C0013264;Muscular Dystrophy, Duchenne;19188804;Muscle metabolism in Duchenne muscular dystrophy assessed by in vivo proton magnetic resonance spectroscopy.
5b0d6c413e115935984648a8;C0013264;Muscular Dystrophy, Duchenne;19306247;Strategies of hip management in neuromuscular disorders: Duchenne Muscular Dystrophy, Spinal Muscular Atrophy, Charcot-Marie-Tooth Disease and Arthrogryposis Multiplex Congenita.
5b0d6c413e115935984648a9;C0013264;Muscular Dystrophy, Duchenne;11038066;Why do cultured transplanted myoblasts die in vivo? DNA quantification shows enhanced survival of donor male myoblasts in host mice depleted of CD4+ and CD8+ cells or Nk1.1+ cells.
5b0d6c413e115935984648aa;C0013264;Muscular Dystrophy, Duchenne;11038068;A factor implicated in the myogenic conversion of nonmuscle cells derived from the mouse dermis.
5b0d6c413e115935984648ab;C0013264;Muscular Dystrophy, Duchenne;10590413;Delay of muscle degeneration and necrosis in mdx mice by calpain inhibition.
5b0d6c413e115935984648ac;C0013264;Muscular Dystrophy, Duchenne;10619815;Daytime predictors of sleep hypoventilation in Duchenne muscular dystrophy.
5b0d6c413e115935984648ad;C0013264;Muscular Dystrophy, Duchenne;11099604;Carrier testing of children for two X-linked diseases: A retrospective study of comprehension of the test results and social and psychological significance of the testing.
5b0d6c413e115935984648ae;C0013264;Muscular Dystrophy, Duchenne;19774532;[Duchenne muscular dystrophy: current aspects and perspectives on treatment].
5b0d6c413e115935984648af;C0013264;Muscular Dystrophy, Duchenne;26612127;Laparoscopic suture repair of idiopathic gastric perforation in Duchenne muscular dystrophy
5b0d6c413e115935984648b0;C0013264;Muscular Dystrophy, Duchenne;27035908;Echocardiography versus (201)Tl semi-quantitative gated single photon emission tomography for the evaluation of cardiac disease associated with late stage Duchenne muscular dystrophy.
5b0d6c413e115935984648b1;C0013264;Muscular Dystrophy, Duchenne;11038071;Deflazacort increases laminin expression and myogenic repair, and induces early persistent functional gain in mdx mouse muscular dystrophy.
5b0d6c413e115935984648b2;C0013264;Muscular Dystrophy, Duchenne;11176364;Correlation between progression of spinal deformity and pulmonary function in Duchenne muscular dystrophy.
5b0d6c413e115935984648b3;C0013264;Muscular Dystrophy, Duchenne;11208376;Early symptoms of Duchenne muscular dystrophy--description of cases of an 18-month-old and an 8-year-old patient.
5b0d6c413e115935984648b4;C0013264;Muscular Dystrophy, Duchenne;10629222;Filamin 2 (Fln2)
5b0d6c413e115935984648b5;C0013264;Muscular Dystrophy, Duchenne;10639204;Sleep-disordered breathing in Duchenne muscular dystrophy: a preliminary study of the role of portable monitoring.
5b0d6c413e115935984648b6;C0013264;Muscular Dystrophy, Duchenne;10639205;Pulmonary manifestations of neuromuscular disease with special reference to Duchenne muscular dystrophy and spinal muscular atrophy.
5b0d6c413e115935984648b7;C0013264;Muscular Dystrophy, Duchenne;10653102;Value of myofibrillar protein catabolic rate in Duchenne muscular dystrophy. A study after lower limb surgery.
5b0d6c413e115935984648b8;C0013264;Muscular Dystrophy, Duchenne;10674846;A female carrier of Duchenne muscular dystrophy complicated with cardiomyopathy.
5b0d6c413e115935984648b9;C0013264;Muscular Dystrophy, Duchenne;27056113;The Performance of the Upper Limb scores correlate with pulmonary function test measures and Egen Klassifikation scores in Duchenne muscular dystrophy.
5b0d6c413e115935984648ba;C0013264;Muscular Dystrophy, Duchenne;27885178;[Changes in cytosolic Ca2+dynamics associated with muscular dystrophy.]
5b0d6c413e115935984648bb;C0013264;Muscular Dystrophy, Duchenne;27928452;Evaluation of the Unit Rod surgical instrumentation in \nDuchenne scoliosis. A retrospective study
5b0d6c413e115935984648bc;C0013264;Muscular Dystrophy, Duchenne;11755781;Multiple regulatory events controlling the expression and localization of utrophin in skeletal muscle fibers: insights into a therapeutic strategy for Duchenne muscular dystrophy.
5b0d6c413e115935984648bd;C0013264;Muscular Dystrophy, Duchenne;10675908;The neurobiology of duchenne muscular dystrophy: learning lessons from muscle?
5b0d6c413e115935984648be;C0013264;Muscular Dystrophy, Duchenne;10694796;Prevention of the dystrophic phenotype in dystrophin/utrophin-deficient muscle following adenovirus-mediated transfer of a utrophin minigene.
5b0d6c413e115935984648bf;C0013264;Muscular Dystrophy, Duchenne;10694825;Matching host muscle and donor myoblasts for myosin heavy chain improves myoblast transfer therapy.
5b0d6c413e115935984648c0;C0013264;Muscular Dystrophy, Duchenne;10713407;Impaired nitrergic relaxations in the gastric fundus of dystrophic (mdx) mice.
5b0d6c413e115935984648c1;C0013264;Muscular Dystrophy, Duchenne;10722962;Complete skipping of exon 66 due to novel mutations of the dystrophin gene was identified in two Japanese families of Duchenne muscular dystrophy with severe mental retardation.
5b0d6c413e115935984648c2;C0013264;Muscular Dystrophy, Duchenne;28216480;Co-incidence of Turner syndrome and Duchenne muscular dystrophy - an important problem for the clinician.
5b0d6c413e115935984648c3;C0013264;Muscular Dystrophy, Duchenne;16758598;The free cytoplasmic Ca2+ levels in Duchenne muscular dystrophy lymphocytes.
5b0d6c413e115935984648c4;C0013264;Muscular Dystrophy, Duchenne;11856925;Decreased bone density in ambulatory patients with duchenne muscular dystrophy.
5b0d6c413e115935984648c5;C0013264;Muscular Dystrophy, Duchenne;11871307;[Pathogenetic role of intestinal microbiocenosis in the pathogenesis of hereditary myodystrophy].
5b0d6c413e115935984648c6;C0013264;Muscular Dystrophy, Duchenne;11889527;Plasma levels of natriuretic peptide and echocardiographic parameters in patients with Duchenne's progressive muscular dystrophy.
5b0d6c413e115935984648c7;C0013264;Muscular Dystrophy, Duchenne;11929208;Duchenne muscular dystrophy.
5b0d6c413e115935984648c8;C0013264;Muscular Dystrophy, Duchenne;11961461;Surgical prevention of foot deformity in patients with Duchenne muscular dystrophy.
5b0d6c413e115935984648c9;C0013264;Muscular Dystrophy, Duchenne;10734267;Loss of Dp140 regulatory sequences is associated with cognitive impairment in dystrophinopathies.
5b0d6c413e115935984648ca;C0013264;Muscular Dystrophy, Duchenne;10763500;Oral creatine supplementation in Duchenne muscular dystrophy: a clinical and 31P magnetic resonance spectroscopy study.
5b0d6c413e115935984648cb;C0013264;Muscular Dystrophy, Duchenne;11269806;Spinal stabilization in Duchenne muscular dystrophy: principles of treatment and record of 31 operative treated cases.
5b0d6c413e115935984648cc;C0013264;Muscular Dystrophy, Duchenne;11295136;[Non-invasive prenatal diagnosis of Duchenne muscular dystrophy].
5b0d6c413e115935984648cd;C0013264;Muscular Dystrophy, Duchenne;11057028;Dystrophinopathies in females.
5b0d6c413e115935984648ce;C0013264;Muscular Dystrophy, Duchenne;11551978;Distinct regions in the 3′untranslated region are responsible for targeting and stabilizing utrophin transcripts in skeletal muscle cells
5b0d6c413e115935984648cf;C0013264;Muscular Dystrophy, Duchenne;11555507;2 Years' experience with inspiratory muscle training in patients with neuromuscular disorders.
5b0d6c413e115935984648d0;C0013264;Muscular Dystrophy, Duchenne;10814901;The serum nitric oxide levels in patients with Duchenne muscular dystrophy.
5b0d6c413e115935984648d1;C0013264;Muscular Dystrophy, Duchenne;11297938;Cryptic splicing involving the splice site mutation in the canine model of Duchenne muscular dystrophy.
5b0d6c413e115935984648d2;C0013264;Muscular Dystrophy, Duchenne;11297940;Activation of calcineurin and stress activated protein kinase/p38-mitogen activated protein kinase in hearts of utrophin-dystrophin knockout mice.
5b0d6c413e115935984648d3;C0013264;Muscular Dystrophy, Duchenne;11087833;Functional muscle ischemia in neuronal nitric oxide synthase-deficient skeletal muscle of children with Duchenne muscular dystrophy.
5b0d6c413e115935984648d4;C0013264;Muscular Dystrophy, Duchenne;11095710;Adeno-associated virus vector carrying human minidystrophin genes effectively ameliorates muscular dystrophy in mdx mouse model.
5b0d6c413e115935984648d5;C0013264;Muscular Dystrophy, Duchenne;11558965;Lung clearance in children with Duchenne muscular dystrophy or spinal muscular atrophy with and without CPAP (continuous positive airway pressure).
5b0d6c423e115935984648d6;C0013264;Muscular Dystrophy, Duchenne;11563551;Mdx myotubes have normal excitability but show reduced contraction-relaxation dynamics.
5b0d6c423e115935984648d7;C0013264;Muscular Dystrophy, Duchenne;11568916;Comparative analysis of PCR-deletion detection and immunohistochemistry in Brazilian Duchenne and Becker muscular dystrophy patients.
5b0d6c423e115935984648d8;C0013264;Muscular Dystrophy, Duchenne;11571578;Transfection of large plasmids in primary human myoblasts.
5b0d6c423e115935984648d9;C0013264;Muscular Dystrophy, Duchenne;10833335;Is the Duchenne muscular dystrophy gene also an X-linked retinitis pigmentosa locus?
5b0d6c423e115935984648da;C0013264;Muscular Dystrophy, Duchenne;10835598;In vivo targeted repair of a point mutation in the canine dystrophin gene by a chimeric RNA/DNA oligonucleotide.
5b0d6c423e115935984648db;C0013264;Muscular Dystrophy, Duchenne;11297942;Identification of altered gene expression in skeletal muscles from Duchenne muscular dystrophy patients.
5b0d6c423e115935984648dc;C0013264;Muscular Dystrophy, Duchenne;11103261;[Acute gastric dilatation in Duchenne's muscular dystrophy].
